121.366730,31.394643
121.498295,31.349751
121.413800,31.215952
121.171278,31.321112
121.397201,31.255055
121.441385,31.235125
121.784184,31.178870
121.512963,31.182531
121.207791,31.048741
121.538349,31.240691
121.467496,31.240190
121.224219,31.429682
121.539681,31.275851
121.585768,31.244029
121.451083,31.304875
121.353338,31.188281
121.398586,31.131072
121.324313,31.050131
121.384925,31.036594
121.326279,31.261871
121.259705,31.022250
121.590762,31.115653
121.600142,31.272199
121.489519,31.168228
121.438140,31.425885
121.576924,31.203477
121.683123,31.260481
121.320529,31.019234
121.457867,31.240790
121.370830,31.284707
121.571607,31.114662
121.450935,31.373434
121.452170,30.917528
121.406358,31.351328
121.449851,31.274753
121.481646,31.274921
121.335104,31.169348
121.649964,31.107133
121.549865,31.248802
121.412005,31.459787
121.345631,30.723932
121.381264,31.163456
121.603327,31.282460
121.431376,31.140874
121.705827,31.041528
121.478222,31.256902
121.455426,31.217815
121.420378,31.261542
121.559904,31.193786
121.473509,31.048187
121.612232,31.318831
121.682403,31.268500
121.562040,31.230854
121.610399,31.256133
121.242672,30.831042
121.474656,31.401893
121.460343,31.192220
121.594536,31.211128
121.277834,31.232168
121.235322,31.206297
121.434557,31.208997
121.538455,31.150555
121.425802,31.127081
121.126510,31.155498
121.706497,31.204627
121.460158,31.399774

